contactsandfaults_id,type,isconcealed,existenceconfidence,identityconfidence,locationconfidencemeters,label,datasourceid,notes,symbol
GMA.ContactsAndFaults.9966,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9967,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9968,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9969,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9970,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9971,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9972,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.9973,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9974,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.9975,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9976,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9977,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9978,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9979,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9980,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9981,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9982,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.9983,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9984,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.9985,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10000,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.10001,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.10002,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10003,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10004,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.10005,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10006,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10007,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10008,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.10009,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10010,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10011,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10012,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10013,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10014,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10015,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10016,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10017,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.10020,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10021,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10022,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10023,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10024,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.10025,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10026,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10027,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10028,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10029,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10030,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10031,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10032,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10033,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10034,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10035,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10036,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10037,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10038,Fault,0,Standard Confidence,Standard Confidence,0,Detachment Fault,GMA.DataSources.121,,222
GMA.ContactsAndFaults.10039,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.10040,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10041,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10042,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10043,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10044,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10045,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10046,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10047,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.49,,118
GMA.ContactsAndFaults.10048,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10049,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10050,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10051,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10052,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.10053,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.10054,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10055,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10056,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10057,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10058,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10059,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10060,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10061,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10062,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10063,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.49,,118
GMA.ContactsAndFaults.10064,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.182,,118
GMA.ContactsAndFaults.10065,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10066,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10067,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10068,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10069,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.49,,118
GMA.ContactsAndFaults.10070,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10071,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.49,,118
GMA.ContactsAndFaults.10072,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.49,,118
GMA.ContactsAndFaults.10073,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.49,,118
GMA.ContactsAndFaults.10074,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.49,,118
GMA.ContactsAndFaults.10075,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10076,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10077,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10078,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.49,,118
GMA.ContactsAndFaults.10079,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10080,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10081,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10082,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10083,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10084,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10085,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10086,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10087,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10088,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10089,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10090,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10091,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.13,,118
GMA.ContactsAndFaults.10092,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10093,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10094,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.13,,118
GMA.ContactsAndFaults.10095,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10096,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10097,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.10098,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10099,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10100,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10101,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10102,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.10103,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10104,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10105,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10106,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10107,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10108,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10109,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.49,,126
GMA.ContactsAndFaults.10110,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10111,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.13,,118
GMA.ContactsAndFaults.10112,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10113,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10114,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.13,,118
GMA.ContactsAndFaults.10115,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10116,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10117,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10118,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10119,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.13,,118
GMA.ContactsAndFaults.10120,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10121,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10122,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10123,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10124,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10125,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10126,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10127,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10128,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.13,,118
GMA.ContactsAndFaults.10129,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.10130,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10131,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10132,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10133,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10134,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.13,,118
GMA.ContactsAndFaults.10135,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10136,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10137,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10138,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10139,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10140,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10141,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.13,,118
GMA.ContactsAndFaults.10142,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10143,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10144,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10145,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10146,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10147,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10148,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.13,,118
GMA.ContactsAndFaults.10149,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10150,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10151,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10152,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10153,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10154,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,May need decoration,118
GMA.ContactsAndFaults.10155,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.13,,118
GMA.ContactsAndFaults.10156,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.10157,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10158,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10159,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.18,,118
GMA.ContactsAndFaults.10160,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10161,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10162,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.13,,118
GMA.ContactsAndFaults.10163,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10164,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10165,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10166,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10167,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10168,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10169,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10170,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10171,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.49,,118
GMA.ContactsAndFaults.10172,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10173,Fault,0,Standard Confidence,Standard Confidence,0,Detachment Fault,GMA.DataSources.121,,222
GMA.ContactsAndFaults.10174,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10175,Fault,0,Standard Confidence,Standard Confidence,0,High-Angle Fault,GMA.DataSources.121,,126
GMA.ContactsAndFaults.10176,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10177,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10178,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10179,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10180,Fault,0,Standard Confidence,Standard Confidence,0,Detachment Fault,GMA.DataSources.121,,222
GMA.ContactsAndFaults.10181,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.11189,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.100,,118
GMA.ContactsAndFaults.10182,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10183,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10184,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10185,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10186,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10187,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10188,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10189,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10190,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10191,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10192,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10193,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10194,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10195,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10196,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10197,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10198,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.13,,118
GMA.ContactsAndFaults.10199,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
GMA.ContactsAndFaults.10200,Fault,0,Standard Confidence,Standard Confidence,0,Accurate Fault,GMA.DataSources.121,,118
